down | strategy | tol | ncall | sigma_tot
0.95 | 0.00 | 5.0 | 300 | 111.135
0.95 | 0.00 | 5.0 | 400 | 111.135
0.95 | 0.00 | 5.0 | 500 | 111.135
0.95 | 0.00 | 5.0 | 600 | 111.135
0.95 | 0.00 | 5.0 | 700 | 111.135
0.95 | 0.00 | 5.0 | 800 | 111.135
0.95 | 0.00 | 0.1 | 800 | 110.305
0.95 | 0.00 | 0.01 | 800 | 110.302
0.95 | 1.00 | 5.0 | 300 | 111.154
0.95 | 1.00 | 5.0 | 400 | 111.151
0.95 | 1.00 | 5.0 | 500 | 111.151
0.95 | 1.00 | 1.0 | 500 | 110.377
0.95 | 1.00 | 5.0 | 600 | 111.151
0.95 | 1.00 | 1.0 | 600 | 110.330
0.95 | 1.00 | 5.0 | 700 | 111.151
0.95 | 1.00 | 1.0 | 700 | 110.330
0.95 | 1.00 | 0.1 | 700 | 110.310
0.95 | 1.00 | 5.0 | 800 | 111.151
0.95 | 1.00 | 1.0 | 800 | 110.318
0.95 | 1.00 | 0.1 | 800 | 110.302
0.95 | 1.00 | 0.01 | 800 | 110.303
0.96 | 0.00 | 5.0 | 300 | 111.083
0.96 | 0.00 | 5.0 | 400 | 111.083
0.96 | 0.00 | 5.0 | 500 | 111.083
0.96 | 0.00 | 5.0 | 600 | 111.083
0.96 | 0.00 | 5.0 | 700 | 111.083
0.96 | 0.00 | 5.0 | 800 | 111.083
0.96 | 1.00 | 5.0 | 400 | 110.565
0.96 | 1.00 | 5.0 | 500 | 110.440
0.96 | 1.00 | 1.0 | 500 | 110.419
0.96 | 1.00 | 5.0 | 600 | 110.440
0.96 | 1.00 | 1.0 | 600 | 110.401
0.96 | 1.00 | 5.0 | 700 | 110.422
0.96 | 1.00 | 1.0 | 700 | 110.401
0.96 | 1.00 | 5.0 | 800 | 110.415
0.96 | 1.00 | 1.0 | 800 | 110.394
0.97 | 0.00 | 5.0 | 300 | 111.060
0.97 | 0.00 | 5.0 | 400 | 111.060
0.97 | 0.00 | 5.0 | 500 | 111.060
0.97 | 0.00 | 5.0 | 600 | 111.060
0.97 | 0.00 | 5.0 | 700 | 111.060
0.97 | 0.00 | 5.0 | 800 | 111.060
0.97 | 1.00 | 5.0 | 400 | 110.593
0.97 | 1.00 | 5.0 | 500 | 110.548
0.97 | 1.00 | 5.0 | 600 | 110.548
0.97 | 1.00 | 1.0 | 600 | 110.532
0.97 | 1.00 | 5.0 | 700 | 110.529
0.97 | 1.00 | 1.0 | 700 | 110.511
0.97 | 1.00 | 5.0 | 800 | 110.529
0.97 | 1.00 | 1.0 | 800 | 110.511
0.98 | 0.00 | 0.1 | 800 | 110.651
0.98 | 1.00 | 5.0 | 400 | 110.670
0.98 | 1.00 | 5.0 | 500 | 110.669
0.98 | 1.00 | 1.0 | 500 | 110.653
0.98 | 1.00 | 5.0 | 600 | 110.663
0.98 | 1.00 | 1.0 | 600 | 110.649
0.98 | 1.00 | 5.0 | 700 | 110.663
0.98 | 1.00 | 1.0 | 700 | 110.649
0.98 | 1.00 | 5.0 | 800 | 110.663
0.98 | 1.00 | 1.0 | 800 | 110.651
0.98 | 1.00 | 0.1 | 800 | 110.653
0.99 | 0.00 | 5.0 | 300 | 110.987
0.99 | 0.00 | 5.0 | 400 | 110.987
0.99 | 0.00 | 5.0 | 500 | 110.987
0.99 | 0.00 | 5.0 | 600 | 110.987
0.99 | 0.00 | 5.0 | 700 | 110.987
0.99 | 0.00 | 0.01 | 700 | 110.800
0.99 | 0.00 | 5.0 | 800 | 110.987
0.99 | 0.00 | 0.01 | 800 | 110.800
0.99 | 1.00 | 5.0 | 300 | 110.992
0.99 | 1.00 | 5.0 | 400 | 110.992
0.99 | 1.00 | 1.0 | 400 | 110.806
0.99 | 1.00 | 5.0 | 500 | 110.992
0.99 | 1.00 | 1.0 | 500 | 110.800
0.99 | 1.00 | 5.0 | 600 | 110.992
0.99 | 1.00 | 5.0 | 700 | 110.992
0.99 | 1.00 | 1.0 | 700 | 110.799
0.99 | 1.00 | 0.1 | 700 | 110.797
0.99 | 1.00 | 5.0 | 800 | 110.992
0.99 | 1.00 | 1.0 | 800 | 110.799
0.99 | 1.00 | 0.1 | 800 | 110.800
0.99 | 1.00 | 0.01 | 800 | 110.800
