down | strategy | tol | ncall | sigma_tot
0.95 | 0.00 | 0.01 | 300 | 110.301
0.95 | 0.00 | 0.01 | 400 | 110.302
0.95 | 0.00 | 0.01 | 500 | 110.301
0.95 | 0.00 | 0.01 | 600 | 110.301
0.95 | 0.00 | 0.01 | 700 | 110.301
0.95 | 0.00 | 0.01 | 800 | 110.301
0.95 | 1.00 | 5.0 | 300 | 110.355
0.95 | 1.00 | 1.0 | 300 | 110.321
0.95 | 1.00 | 0.1 | 300 | 110.305
0.95 | 1.00 | 0.01 | 300 | 110.302
0.95 | 1.00 | 5.0 | 400 | 110.333
0.95 | 1.00 | 1.0 | 400 | 110.314
0.95 | 1.00 | 0.1 | 400 | 110.304
0.95 | 1.00 | 0.01 | 400 | 110.301
0.95 | 1.00 | 5.0 | 500 | 110.333
0.95 | 1.00 | 1.0 | 500 | 110.314
0.95 | 1.00 | 0.1 | 500 | 110.304
0.95 | 1.00 | 0.01 | 500 | 110.300
0.95 | 1.00 | 5.0 | 600 | 110.333
0.95 | 1.00 | 1.0 | 600 | 110.314
0.95 | 1.00 | 0.1 | 600 | 110.301
0.95 | 1.00 | 0.01 | 600 | 110.300
0.95 | 1.00 | 5.0 | 700 | 110.333
0.95 | 1.00 | 1.0 | 700 | 110.314
0.95 | 1.00 | 0.1 | 700 | 110.301
0.95 | 1.00 | 0.01 | 700 | 110.300
0.95 | 1.00 | 5.0 | 800 | 110.333
0.95 | 1.00 | 1.0 | 800 | 110.314
0.95 | 1.00 | 0.1 | 800 | 110.301
0.95 | 1.00 | 0.01 | 800 | 110.300
0.96 | 0.00 | 0.01 | 300 | 110.426
0.96 | 0.00 | 0.01 | 400 | 110.426
0.96 | 0.00 | 0.01 | 500 | 110.426
0.96 | 0.00 | 0.01 | 600 | 110.426
0.96 | 0.00 | 0.01 | 700 | 110.426
0.96 | 0.00 | 0.01 | 800 | 110.426
0.96 | 1.00 | 5.0 | 300 | 110.430
0.96 | 1.00 | 1.0 | 300 | 110.426
0.96 | 1.00 | 0.1 | 300 | 110.426
0.96 | 1.00 | 0.01 | 300 | 110.424
0.96 | 1.00 | 5.0 | 400 | 110.430
0.96 | 1.00 | 1.0 | 400 | 110.422
0.96 | 1.00 | 0.1 | 400 | 110.422
0.96 | 1.00 | 0.01 | 400 | 110.424
0.96 | 1.00 | 5.0 | 500 | 110.430
0.96 | 1.00 | 1.0 | 500 | 110.422
0.96 | 1.00 | 0.1 | 500 | 110.422
0.96 | 1.00 | 0.01 | 500 | 110.424
0.96 | 1.00 | 5.0 | 600 | 110.430
0.96 | 1.00 | 1.0 | 600 | 110.422
0.96 | 1.00 | 0.1 | 600 | 110.422
0.96 | 1.00 | 0.01 | 600 | 110.424
0.96 | 1.00 | 5.0 | 700 | 110.430
0.96 | 1.00 | 1.0 | 700 | 110.422
0.96 | 1.00 | 0.1 | 700 | 110.422
0.96 | 1.00 | 0.01 | 700 | 110.424
0.96 | 1.00 | 5.0 | 800 | 110.430
0.96 | 1.00 | 1.0 | 800 | 110.422
0.96 | 1.00 | 0.1 | 800 | 110.422
0.96 | 1.00 | 0.01 | 800 | 110.424
0.97 | 0.00 | 0.1 | 300 | 110.715
0.97 | 0.00 | 0.01 | 300 | 110.715
0.97 | 0.00 | 0.1 | 400 | 110.715
0.97 | 0.00 | 0.01 | 400 | 110.716
0.97 | 0.00 | 0.1 | 500 | 110.715
0.97 | 0.00 | 0.01 | 500 | 110.716
0.97 | 0.00 | 0.1 | 600 | 110.715
0.97 | 0.00 | 0.01 | 600 | 110.716
0.97 | 0.00 | 0.1 | 700 | 110.715
0.97 | 0.00 | 0.01 | 700 | 110.716
0.97 | 0.00 | 0.1 | 800 | 110.715
0.97 | 0.00 | 0.01 | 800 | 110.716
0.97 | 1.00 | 5.0 | 300 | 110.707
0.97 | 1.00 | 1.0 | 300 | 110.718
0.97 | 1.00 | 0.1 | 300 | 110.716
0.97 | 1.00 | 0.01 | 300 | 110.716
0.97 | 1.00 | 5.0 | 400 | 110.707
0.97 | 1.00 | 1.0 | 400 | 110.718
0.97 | 1.00 | 0.1 | 400 | 110.717
0.97 | 1.00 | 0.01 | 400 | 110.717
0.97 | 1.00 | 5.0 | 500 | 110.707
0.97 | 1.00 | 1.0 | 500 | 110.718
0.97 | 1.00 | 0.1 | 500 | 110.717
0.97 | 1.00 | 0.01 | 500 | 110.717
0.97 | 1.00 | 5.0 | 600 | 110.707
0.97 | 1.00 | 1.0 | 600 | 110.718
0.97 | 1.00 | 0.1 | 600 | 110.717
0.97 | 1.00 | 0.01 | 600 | 110.717
0.97 | 1.00 | 5.0 | 700 | 110.707
0.97 | 1.00 | 1.0 | 700 | 110.718
0.97 | 1.00 | 0.1 | 700 | 110.717
0.97 | 1.00 | 0.01 | 700 | 110.717
0.97 | 1.00 | 5.0 | 800 | 110.707
0.97 | 1.00 | 1.0 | 800 | 110.718
0.97 | 1.00 | 0.1 | 800 | 110.717
0.97 | 1.00 | 0.01 | 800 | 110.717
