down | strategy | tol | ncall | sigma_tot
0.95 | 0.00 | 0.01 | 300 | 110.300
0.95 | 0.00 | 0.01 | 400 | 110.300
0.95 | 0.00 | 0.01 | 500 | 110.300
0.95 | 0.00 | 0.01 | 600 | 110.300
0.95 | 0.00 | 0.01 | 700 | 110.300
0.95 | 0.00 | 0.01 | 800 | 110.300
0.95 | 2.00 | 5.0 | 300 | 110.334
0.95 | 2.00 | 1.0 | 300 | 110.305
0.95 | 2.00 | 0.1 | 300 | 110.301
0.95 | 2.00 | 0.01 | 300 | 110.301
0.95 | 2.00 | 5.0 | 400 | 110.334
0.95 | 2.00 | 1.0 | 400 | 110.305
0.95 | 2.00 | 0.1 | 400 | 110.301
0.95 | 2.00 | 0.01 | 400 | 110.301
0.95 | 2.00 | 5.0 | 500 | 110.334
0.95 | 2.00 | 1.0 | 500 | 110.305
0.95 | 2.00 | 0.1 | 500 | 110.301
0.95 | 2.00 | 0.01 | 500 | 110.301
0.95 | 2.00 | 5.0 | 600 | 110.334
0.95 | 2.00 | 1.0 | 600 | 110.305
0.95 | 2.00 | 0.1 | 600 | 110.301
0.95 | 2.00 | 0.01 | 600 | 110.301
0.95 | 2.00 | 5.0 | 700 | 110.334
0.95 | 2.00 | 1.0 | 700 | 110.305
0.95 | 2.00 | 0.1 | 700 | 110.301
0.95 | 2.00 | 0.01 | 700 | 110.301
0.95 | 2.00 | 5.0 | 800 | 110.334
0.95 | 2.00 | 1.0 | 800 | 110.305
0.95 | 2.00 | 0.1 | 800 | 110.301
0.95 | 2.00 | 0.01 | 800 | 110.301
0.96 | 0.00 | 0.01 | 300 | 110.338
0.96 | 0.00 | 0.01 | 400 | 110.338
0.96 | 0.00 | 0.01 | 500 | 110.338
0.96 | 0.00 | 0.01 | 600 | 110.338
0.96 | 0.00 | 0.01 | 700 | 110.338
0.96 | 0.00 | 0.01 | 800 | 110.338
0.96 | 2.00 | 5.0 | 300 | 110.372
0.96 | 2.00 | 1.0 | 300 | 110.339
0.96 | 2.00 | 0.1 | 300 | 110.338
0.96 | 2.00 | 0.01 | 300 | 110.338
0.96 | 2.00 | 5.0 | 400 | 110.372
