down | strategy | tol | ncall | sigma_tot
0.95 | 0.00 | 0.01 | 500 | 110.302
0.95 | 0.00 | 0.01 | 600 | 110.302
0.95 | 0.00 | 0.01 | 700 | 110.302
0.95 | 0.00 | 0.01 | 800 | 110.302
0.95 | 2.00 | 5.0 | 300 | 110.354
0.95 | 2.00 | 1.0 | 300 | 110.319
0.95 | 2.00 | 0.1 | 300 | 110.306
0.95 | 2.00 | 5.0 | 400 | 110.354
0.95 | 2.00 | 1.0 | 400 | 110.319
0.95 | 2.00 | 0.1 | 400 | 110.306
0.95 | 2.00 | 0.01 | 400 | 110.301
0.95 | 2.00 | 5.0 | 500 | 110.354
0.95 | 2.00 | 1.0 | 500 | 110.319
0.95 | 2.00 | 0.1 | 500 | 110.306
0.95 | 2.00 | 0.01 | 500 | 110.301
0.95 | 2.00 | 5.0 | 600 | 110.354
0.95 | 2.00 | 1.0 | 600 | 110.319
0.95 | 2.00 | 0.1 | 600 | 110.306
0.95 | 2.00 | 0.01 | 600 | 110.301
0.95 | 2.00 | 5.0 | 700 | 110.354
0.95 | 2.00 | 1.0 | 700 | 110.319
0.95 | 2.00 | 0.1 | 700 | 110.306
0.95 | 2.00 | 0.01 | 700 | 110.301
0.95 | 2.00 | 5.0 | 800 | 110.354
0.95 | 2.00 | 1.0 | 800 | 110.319
0.95 | 2.00 | 0.1 | 800 | 110.306
0.95 | 2.00 | 0.01 | 800 | 110.301
0.96 | 0.00 | 0.01 | 300 | 110.422
0.96 | 0.00 | 0.01 | 400 | 110.422
0.96 | 0.00 | 0.01 | 500 | 110.422
0.96 | 0.00 | 0.01 | 600 | 110.422
0.96 | 0.00 | 0.01 | 700 | 110.422
0.96 | 0.00 | 0.01 | 800 | 110.422
0.96 | 2.00 | 5.0 | 300 | 110.438
0.96 | 2.00 | 1.0 | 300 | 110.430
0.96 | 2.00 | 0.1 | 300 | 110.423
0.96 | 2.00 | 0.01 | 300 | 110.422
0.96 | 2.00 | 5.0 | 400 | 110.438
0.96 | 2.00 | 1.0 | 400 | 110.430
0.96 | 2.00 | 0.1 | 400 | 110.423
0.96 | 2.00 | 0.01 | 400 | 110.422
0.96 | 2.00 | 5.0 | 500 | 110.438
0.96 | 2.00 | 1.0 | 500 | 110.430
0.96 | 2.00 | 0.1 | 500 | 110.423
0.96 | 2.00 | 0.01 | 500 | 110.422
0.96 | 2.00 | 5.0 | 600 | 110.438
0.96 | 2.00 | 1.0 | 600 | 110.430
0.96 | 2.00 | 0.1 | 600 | 110.423
0.96 | 2.00 | 0.01 | 600 | 110.422
0.96 | 2.00 | 5.0 | 700 | 110.438
0.96 | 2.00 | 1.0 | 700 | 110.430
0.96 | 2.00 | 0.1 | 700 | 110.423
0.96 | 2.00 | 0.01 | 700 | 110.422
0.96 | 2.00 | 5.0 | 800 | 110.438
0.96 | 2.00 | 1.0 | 800 | 110.430
0.96 | 2.00 | 0.1 | 800 | 110.423
0.96 | 2.00 | 0.01 | 800 | 110.422
0.97 | 0.00 | 0.1 | 300 | 110.713
0.97 | 0.00 | 0.01 | 300 | 110.716
0.97 | 0.00 | 0.1 | 400 | 110.713
0.97 | 0.00 | 0.01 | 400 | 110.716
0.97 | 0.00 | 0.1 | 500 | 110.713
0.97 | 0.00 | 0.01 | 500 | 110.716
0.97 | 0.00 | 0.1 | 600 | 110.713
0.97 | 0.00 | 0.01 | 600 | 110.716
0.97 | 0.00 | 0.1 | 700 | 110.713
0.97 | 0.00 | 0.01 | 700 | 110.716
0.97 | 0.00 | 0.1 | 800 | 110.713
0.97 | 0.00 | 0.01 | 800 | 110.716
0.97 | 2.00 | 5.0 | 300 | 110.670
0.97 | 2.00 | 1.0 | 300 | 110.706
0.97 | 2.00 | 0.1 | 300 | 110.716
0.97 | 2.00 | 0.01 | 300 | 110.716
0.97 | 2.00 | 5.0 | 400 | 110.670
0.97 | 2.00 | 1.0 | 400 | 110.706
0.97 | 2.00 | 0.1 | 400 | 110.716
0.97 | 2.00 | 0.01 | 400 | 110.716
0.97 | 2.00 | 5.0 | 500 | 110.670
0.97 | 2.00 | 1.0 | 500 | 110.706
0.97 | 2.00 | 0.1 | 500 | 110.716
0.97 | 2.00 | 0.01 | 500 | 110.716
0.97 | 2.00 | 5.0 | 600 | 110.670
0.97 | 2.00 | 1.0 | 600 | 110.706
0.97 | 2.00 | 0.1 | 600 | 110.716
0.97 | 2.00 | 0.01 | 600 | 110.716
0.97 | 2.00 | 5.0 | 700 | 110.670
0.97 | 2.00 | 1.0 | 700 | 110.706
0.97 | 2.00 | 0.1 | 700 | 110.716
0.97 | 2.00 | 0.01 | 700 | 110.716
0.97 | 2.00 | 5.0 | 800 | 110.670
0.97 | 2.00 | 1.0 | 800 | 110.706
0.97 | 2.00 | 0.1 | 800 | 110.716
0.97 | 2.00 | 0.01 | 800 | 110.716
