down | strategy | ncall | sigma_tot
0.90 | 0.00 | 70 | 63.164
0.90 | 0.00 | 90 | 62.736
0.90 | 0.00 | 100 | 62.407
0.90 | 0.00 | 150 | 62.281
0.90 | 1.00 | 70 | 63.164
0.90 | 1.00 | 90 | 62.736
0.90 | 1.00 | 100 | 62.407
0.90 | 1.00 | 150 | 62.281
0.90 | 2.00 | 90 | 62.409
0.90 | 2.00 | 150 | 61.715
0.90 | 2.00 | 200 | 62.429
0.91 | 0.00 | 70 | 63.164
0.91 | 0.00 | 90 | 62.736
0.91 | 0.00 | 100 | 62.407
0.91 | 0.00 | 150 | 62.281
0.91 | 1.00 | 70 | 63.164
0.91 | 1.00 | 90 | 62.736
0.91 | 1.00 | 100 | 62.407
0.91 | 1.00 | 150 | 62.281
0.91 | 2.00 | 90 | 62.409
0.91 | 2.00 | 150 | 61.715
0.91 | 2.00 | 200 | 62.429
0.92 | 0.00 | 70 | 63.164
0.92 | 0.00 | 90 | 62.736
0.92 | 0.00 | 100 | 62.407
0.92 | 0.00 | 150 | 62.281
0.92 | 1.00 | 70 | 63.164
0.92 | 1.00 | 90 | 62.736
0.92 | 1.00 | 100 | 62.407
0.92 | 1.00 | 150 | 62.281
0.92 | 2.00 | 90 | 62.409
0.92 | 2.00 | 150 | 61.715
0.92 | 2.00 | 200 | 62.429
0.93 | 0.00 | 70 | 63.164
0.93 | 0.00 | 90 | 62.736
0.93 | 0.00 | 100 | 62.407
0.93 | 0.00 | 150 | 62.281
0.93 | 1.00 | 70 | 63.164
0.93 | 1.00 | 90 | 62.736
0.93 | 1.00 | 100 | 62.407
0.93 | 1.00 | 150 | 62.281
0.93 | 2.00 | 90 | 62.409
0.93 | 2.00 | 150 | 61.715
0.93 | 2.00 | 200 | 62.429
0.94 | 0.00 | 70 | 63.164
0.94 | 0.00 | 90 | 62.736
0.94 | 0.00 | 100 | 62.407
0.94 | 0.00 | 150 | 62.281
0.94 | 1.00 | 70 | 63.164
0.94 | 1.00 | 90 | 62.736
0.94 | 1.00 | 100 | 62.407
0.94 | 1.00 | 150 | 62.281
0.94 | 2.00 | 90 | 62.409
0.94 | 2.00 | 150 | 61.715
0.94 | 2.00 | 200 | 62.429
0.95 | 0.00 | 70 | 63.164
0.95 | 0.00 | 90 | 62.736
0.95 | 0.00 | 100 | 62.407
0.95 | 0.00 | 150 | 62.281
0.95 | 1.00 | 70 | 63.164
0.95 | 1.00 | 90 | 62.736
0.95 | 1.00 | 100 | 62.407
0.95 | 1.00 | 150 | 62.281
0.95 | 2.00 | 90 | 62.409
0.95 | 2.00 | 150 | 61.715
0.95 | 2.00 | 200 | 62.429
0.96 | 0.00 | 70 | 63.164
0.96 | 0.00 | 90 | 62.736
0.96 | 0.00 | 100 | 62.407
0.96 | 0.00 | 150 | 62.281
0.96 | 1.00 | 70 | 63.164
0.96 | 1.00 | 90 | 62.736
0.96 | 1.00 | 100 | 62.407
0.96 | 1.00 | 150 | 62.281
0.96 | 2.00 | 90 | 62.409
0.96 | 2.00 | 150 | 61.715
0.96 | 2.00 | 200 | 62.429
0.97 | 0.00 | 70 | 63.164
0.97 | 0.00 | 90 | 62.736
0.97 | 0.00 | 100 | 62.407
0.97 | 0.00 | 150 | 62.281
0.97 | 1.00 | 70 | 63.164
0.97 | 1.00 | 90 | 62.736
0.97 | 1.00 | 100 | 62.407
0.97 | 1.00 | 150 | 62.281
0.97 | 2.00 | 90 | 62.409
0.97 | 2.00 | 150 | 61.715
0.97 | 2.00 | 200 | 62.429
0.98 | 0.00 | 70 | 63.164
0.98 | 0.00 | 90 | 62.736
0.98 | 0.00 | 100 | 62.407
0.98 | 0.00 | 150 | 62.281
0.98 | 1.00 | 70 | 63.164
0.98 | 1.00 | 90 | 62.736
0.98 | 1.00 | 100 | 62.407
0.98 | 1.00 | 150 | 62.281
0.98 | 2.00 | 90 | 62.409
0.98 | 2.00 | 150 | 61.715
0.98 | 2.00 | 200 | 62.429
0.99 | 0.00 | 70 | 63.164
0.99 | 0.00 | 90 | 62.736
0.99 | 0.00 | 100 | 62.407
0.99 | 0.00 | 150 | 62.281
0.99 | 1.00 | 70 | 63.164
0.99 | 1.00 | 90 | 62.736
0.99 | 1.00 | 100 | 62.407
0.99 | 1.00 | 150 | 62.281
0.99 | 2.00 | 90 | 62.409
0.99 | 2.00 | 150 | 61.715
0.99 | 2.00 | 200 | 62.429
