down | strategy | ncall | sigma_tot
0.90 | 0.00 | 70 | 63.164
0.90 | 0.00 | 90 | 62.819
0.90 | 0.00 | 100 | 62.592
0.90 | 0.00 | 150 | 62.418
0.90 | 0.00 | 200 | 62.490
0.90 | 1.00 | 70 | 63.164
0.90 | 1.00 | 90 | 62.819
0.90 | 1.00 | 100 | 62.592
0.90 | 1.00 | 150 | 62.418
0.90 | 1.00 | 200 | 62.490
0.90 | 2.00 | 90 | 62.419
0.91 | 0.00 | 70 | 63.164
0.91 | 0.00 | 90 | 62.802
0.91 | 0.00 | 100 | 62.527
0.91 | 0.00 | 150 | 62.418
0.91 | 0.00 | 200 | 62.435
0.91 | 1.00 | 70 | 63.164
0.91 | 1.00 | 90 | 62.802
0.91 | 1.00 | 100 | 62.527
0.91 | 1.00 | 150 | 62.418
0.91 | 1.00 | 200 | 62.435
0.91 | 2.00 | 150 | 63.720
0.91 | 2.00 | 200 | 62.733
0.92 | 0.00 | 70 | 63.164
0.92 | 0.00 | 90 | 62.826
0.92 | 0.00 | 100 | 62.612
0.92 | 0.00 | 150 | 62.423
0.92 | 0.00 | 200 | 62.365
0.92 | 0.00 | 250 | 62.576
0.92 | 1.00 | 70 | 63.164
0.92 | 1.00 | 90 | 62.826
0.92 | 1.00 | 100 | 62.612
0.92 | 1.00 | 150 | 62.423
0.92 | 1.00 | 200 | 62.365
0.92 | 1.00 | 250 | 62.576
0.92 | 2.00 | 150 | 63.420
0.92 | 2.00 | 200 | 62.609
0.92 | 2.00 | 250 | 62.400
0.93 | 0.00 | 70 | 63.164
0.93 | 0.00 | 90 | 62.855
0.93 | 0.00 | 100 | 62.696
0.93 | 0.00 | 150 | 62.470
0.93 | 0.00 | 200 | 62.411
0.93 | 0.00 | 250 | 62.527
0.93 | 1.00 | 70 | 63.164
0.93 | 1.00 | 90 | 62.855
0.93 | 1.00 | 100 | 62.696
0.93 | 1.00 | 150 | 62.470
0.93 | 1.00 | 200 | 62.411
0.93 | 1.00 | 250 | 62.527
0.93 | 2.00 | 150 | 62.646
0.93 | 2.00 | 200 | 62.453
0.93 | 2.00 | 250 | 62.311
0.94 | 0.00 | 70 | 63.164
0.94 | 0.00 | 90 | 62.892
0.94 | 0.00 | 100 | 62.762
0.94 | 0.00 | 150 | 62.538
0.94 | 0.00 | 200 | 62.448
0.94 | 0.00 | 250 | 62.415
0.94 | 1.00 | 70 | 63.164
0.94 | 1.00 | 90 | 62.892
0.94 | 1.00 | 100 | 62.762
0.94 | 1.00 | 150 | 62.538
0.94 | 1.00 | 200 | 62.448
0.94 | 1.00 | 250 | 62.415
0.94 | 2.00 | 100 | 62.954
0.94 | 2.00 | 150 | 62.717
0.94 | 2.00 | 200 | 62.512
0.94 | 2.00 | 250 | 62.412
0.95 | 0.00 | 70 | 63.164
0.95 | 0.00 | 90 | 62.904
0.95 | 0.00 | 100 | 62.803
0.95 | 0.00 | 150 | 62.622
0.95 | 0.00 | 200 | 62.522
0.95 | 0.00 | 250 | 62.482
0.95 | 1.00 | 70 | 63.164
0.95 | 1.00 | 90 | 62.904
0.95 | 1.00 | 100 | 62.803
0.95 | 1.00 | 150 | 62.622
0.95 | 1.00 | 200 | 62.522
0.95 | 1.00 | 250 | 62.482
0.95 | 2.00 | 100 | 63.346
0.95 | 2.00 | 150 | 62.683
0.95 | 2.00 | 200 | 62.619
0.95 | 2.00 | 250 | 62.491
0.96 | 0.00 | 70 | 63.165
0.96 | 0.00 | 90 | 62.922
0.96 | 0.00 | 100 | 62.836
0.96 | 0.00 | 150 | 62.663
0.96 | 0.00 | 200 | 62.591
0.96 | 0.00 | 250 | 62.557
0.96 | 1.00 | 70 | 63.165
0.96 | 1.00 | 90 | 62.922
0.96 | 1.00 | 100 | 62.836
0.96 | 1.00 | 150 | 62.663
0.96 | 1.00 | 200 | 62.591
0.96 | 1.00 | 250 | 62.557
0.96 | 2.00 | 90 | 63.402
0.96 | 2.00 | 100 | 63.435
0.96 | 2.00 | 150 | 62.770
0.96 | 2.00 | 200 | 62.669
0.96 | 2.00 | 250 | 62.601
0.97 | 0.00 | 70 | 63.166
0.97 | 0.00 | 90 | 62.961
0.97 | 0.00 | 100 | 62.897
0.97 | 0.00 | 150 | 62.780
0.97 | 0.00 | 200 | 62.717
0.97 | 0.00 | 250 | 62.701
0.97 | 1.00 | 70 | 63.166
0.97 | 1.00 | 90 | 62.961
0.97 | 1.00 | 100 | 62.897
0.97 | 1.00 | 150 | 62.780
0.97 | 1.00 | 200 | 62.717
0.97 | 1.00 | 250 | 62.701
0.97 | 2.00 | 90 | 63.262
0.97 | 2.00 | 100 | 63.389
