down | strategy | ncall | sigma_tot
0.90 | 0.00 | 70 | 102.554
0.90 | 0.00 | 90 | 102.770
0.90 | 0.00 | 100 | 102.704
0.90 | 0.00 | 150 | 102.535
0.90 | 1.00 | 70 | 102.554
0.90 | 1.00 | 90 | 102.770
0.90 | 1.00 | 100 | 102.704
0.90 | 1.00 | 150 | 102.535
0.90 | 1.00 | 200 | 102.570
0.90 | 2.00 | 150 | 102.390
0.91 | 0.00 | 70 | 102.458
0.91 | 0.00 | 90 | 102.672
0.91 | 0.00 | 100 | 102.612
0.91 | 0.00 | 150 | 102.428
0.91 | 1.00 | 70 | 102.458
0.91 | 1.00 | 90 | 102.672
0.91 | 1.00 | 100 | 102.612
0.91 | 1.00 | 150 | 102.521
0.91 | 1.00 | 200 | 102.578
0.91 | 2.00 | 150 | 102.351
0.91 | 2.00 | 200 | 102.554
0.91 | 2.00 | 250 | 102.577
0.92 | 0.00 | 70 | 102.360
0.92 | 0.00 | 90 | 102.576
0.92 | 0.00 | 100 | 102.505
0.92 | 0.00 | 150 | 102.418
0.92 | 1.00 | 70 | 102.360
0.92 | 1.00 | 90 | 102.576
0.92 | 1.00 | 100 | 102.505
0.92 | 1.00 | 150 | 102.418
0.92 | 2.00 | 150 | 102.388
0.92 | 2.00 | 200 | 102.513
0.93 | 0.00 | 70 | 102.333
0.93 | 0.00 | 90 | 102.424
0.93 | 0.00 | 100 | 102.391
0.93 | 1.00 | 70 | 102.333
0.93 | 1.00 | 90 | 102.413
0.93 | 1.00 | 100 | 102.424
0.93 | 1.00 | 150 | 102.237
0.94 | 0.00 | 70 | 102.185
0.94 | 0.00 | 90 | 102.368
0.94 | 0.00 | 100 | 102.310
0.94 | 0.00 | 150 | 102.200
0.94 | 1.00 | 70 | 102.185
0.94 | 1.00 | 90 | 102.368
0.94 | 1.00 | 100 | 102.310
0.94 | 1.00 | 150 | 102.200
0.94 | 2.00 | 150 | 101.853
0.94 | 2.00 | 200 | 101.905
0.95 | 0.00 | 70 | 102.139
0.95 | 0.00 | 90 | 102.329
0.95 | 0.00 | 100 | 102.208
0.95 | 0.00 | 150 | 102.290
0.95 | 1.00 | 70 | 102.139
0.95 | 1.00 | 90 | 102.329
0.95 | 1.00 | 100 | 102.208
0.95 | 1.00 | 150 | 102.216
0.95 | 2.00 | 200 | 102.197
0.95 | 2.00 | 250 | 102.129
0.96 | 0.00 | 70 | 102.117
0.96 | 0.00 | 90 | 102.167
0.96 | 0.00 | 100 | 102.226
0.96 | 1.00 | 70 | 102.117
0.96 | 1.00 | 90 | 102.096
0.96 | 1.00 | 100 | 102.167
0.96 | 2.00 | 150 | 101.721
0.96 | 2.00 | 200 | 102.169
0.97 | 0.00 | 70 | 101.930
0.97 | 0.00 | 90 | 102.034
0.97 | 0.00 | 100 | 101.998
0.97 | 0.00 | 150 | 101.986
0.97 | 0.00 | 200 | 101.707
0.97 | 0.00 | 250 | 101.798
0.97 | 1.00 | 70 | 101.930
0.97 | 1.00 | 90 | 102.034
0.97 | 1.00 | 100 | 102.034
0.97 | 1.00 | 150 | 101.986
0.97 | 1.00 | 200 | 101.562
0.97 | 1.00 | 250 | 102.022
0.97 | 2.00 | 150 | 102.099
0.97 | 2.00 | 200 | 101.948
0.98 | 0.00 | 70 | 102.230
0.98 | 0.00 | 90 | 102.198
0.98 | 0.00 | 100 | 101.935
0.98 | 0.00 | 150 | 101.892
0.98 | 1.00 | 90 | 102.198
0.98 | 1.00 | 100 | 101.935
0.98 | 1.00 | 150 | 101.706
0.98 | 2.00 | 90 | 101.953
0.98 | 2.00 | 100 | 101.756
0.98 | 2.00 | 150 | 101.961
0.98 | 2.00 | 200 | 101.924
0.99 | 0.00 | 70 | 101.571
0.99 | 0.00 | 90 | 101.614
0.99 | 0.00 | 100 | 101.666
0.99 | 0.00 | 150 | 102.129
0.99 | 1.00 | 70 | 101.571
0.99 | 1.00 | 90 | 101.614
0.99 | 1.00 | 100 | 101.666
0.99 | 1.00 | 150 | 102.129
0.99 | 2.00 | 150 | 101.690
0.99 | 2.00 | 200 | 101.789
