down | strategy | ncall | sigma_tot
0.90 | 0.00 | 70 | 63.164
0.90 | 0.00 | 90 | 62.735
0.90 | 0.00 | 100 | 62.419
0.90 | 0.00 | 150 | 62.279
0.90 | 1.00 | 70 | 63.164
0.90 | 1.00 | 90 | 62.735
0.90 | 1.00 | 100 | 62.419
0.90 | 1.00 | 150 | 62.279
0.90 | 2.00 | 150 | 61.769
0.90 | 2.00 | 200 | 62.412
0.91 | 0.00 | 70 | 63.164
0.91 | 0.00 | 90 | 62.735
0.91 | 0.00 | 100 | 62.422
0.91 | 0.00 | 150 | 62.339
0.91 | 1.00 | 70 | 63.164
0.91 | 1.00 | 90 | 62.735
0.91 | 1.00 | 100 | 62.422
0.91 | 1.00 | 150 | 62.339
0.91 | 2.00 | 90 | 62.436
0.91 | 2.00 | 150 | 61.928
0.91 | 2.00 | 200 | 62.484
0.92 | 0.00 | 70 | 63.164
0.92 | 0.00 | 90 | 62.735
0.92 | 0.00 | 100 | 62.427
0.92 | 0.00 | 150 | 62.343
0.92 | 1.00 | 70 | 63.164
0.92 | 1.00 | 90 | 62.735
0.92 | 1.00 | 100 | 62.427
0.92 | 1.00 | 150 | 62.343
0.92 | 2.00 | 90 | 62.434
0.92 | 2.00 | 150 | 61.941
0.92 | 2.00 | 200 | 62.451
0.93 | 0.00 | 70 | 63.164
0.93 | 0.00 | 90 | 62.734
0.93 | 0.00 | 100 | 62.434
0.93 | 0.00 | 150 | 62.346
0.93 | 1.00 | 70 | 63.164
0.93 | 1.00 | 90 | 62.734
0.93 | 1.00 | 100 | 62.434
0.93 | 1.00 | 150 | 62.346
0.93 | 2.00 | 90 | 62.429
0.93 | 2.00 | 200 | 61.493
0.94 | 0.00 | 70 | 63.164
0.94 | 0.00 | 90 | 62.734
0.94 | 0.00 | 100 | 62.445
0.94 | 0.00 | 150 | 62.275
0.94 | 1.00 | 70 | 63.164
0.94 | 1.00 | 90 | 62.734
0.94 | 1.00 | 100 | 62.445
0.94 | 1.00 | 150 | 62.275
0.94 | 2.00 | 200 | 61.646
0.95 | 0.00 | 70 | 63.164
0.95 | 0.00 | 90 | 62.466
0.95 | 0.00 | 100 | 62.466
0.95 | 0.00 | 150 | 62.446
0.95 | 0.00 | 200 | 62.062
0.95 | 1.00 | 70 | 63.164
0.95 | 1.00 | 90 | 62.466
0.95 | 1.00 | 100 | 62.466
0.95 | 1.00 | 150 | 62.446
0.95 | 1.00 | 200 | 62.062
0.96 | 0.00 | 70 | 63.164
0.96 | 0.00 | 90 | 62.506
0.96 | 0.00 | 100 | 62.506
0.96 | 0.00 | 150 | 62.241
0.96 | 0.00 | 200 | 62.390
0.96 | 0.00 | 250 | 62.205
0.96 | 1.00 | 70 | 63.164
0.96 | 1.00 | 90 | 62.506
0.96 | 1.00 | 100 | 62.506
0.96 | 1.00 | 150 | 62.241
0.96 | 1.00 | 200 | 62.390
0.96 | 1.00 | 250 | 62.205
0.97 | 0.00 | 70 | 63.164
0.97 | 0.00 | 90 | 62.764
0.97 | 0.00 | 100 | 62.446
0.97 | 0.00 | 150 | 62.367
0.97 | 0.00 | 200 | 62.312
0.97 | 1.00 | 70 | 63.164
0.97 | 1.00 | 90 | 62.764
0.97 | 1.00 | 100 | 62.446
0.97 | 1.00 | 150 | 62.367
0.97 | 1.00 | 200 | 62.312
0.97 | 2.00 | 90 | 62.431
0.97 | 2.00 | 200 | 62.519
0.97 | 2.00 | 250 | 62.509
0.98 | 0.00 | 70 | 63.164
0.98 | 0.00 | 90 | 62.828
0.98 | 0.00 | 100 | 62.396
0.98 | 0.00 | 150 | 62.391
0.98 | 0.00 | 200 | 62.297
0.98 | 0.00 | 250 | 62.244
0.98 | 1.00 | 70 | 63.164
0.98 | 1.00 | 90 | 62.828
0.98 | 1.00 | 100 | 62.396
0.98 | 1.00 | 150 | 62.391
0.98 | 1.00 | 200 | 62.297
0.98 | 1.00 | 250 | 62.244
0.98 | 2.00 | 90 | 62.427
0.98 | 2.00 | 200 | 61.600
0.99 | 0.00 | 70 | 63.165
0.99 | 0.00 | 90 | 62.390
0.99 | 0.00 | 100 | 62.410
0.99 | 0.00 | 150 | 62.351
0.99 | 0.00 | 200 | 62.397
0.99 | 0.00 | 250 | 62.304
0.99 | 1.00 | 70 | 63.165
0.99 | 1.00 | 90 | 63.004
0.99 | 1.00 | 100 | 62.390
0.99 | 1.00 | 150 | 62.351
0.99 | 1.00 | 200 | 62.397
0.99 | 1.00 | 250 | 62.300
0.99 | 2.00 | 150 | 62.392
0.99 | 2.00 | 200 | 62.405
0.99 | 2.00 | 250 | 62.405
