down | strategy | tol | ncall | sigma_tot
0.95 | 0.00 | 0.1 | 300 | 103.957
0.95 | 0.00 | 0.01 | 300 | 103.959
0.95 | 0.00 | 0.1 | 400 | 103.957
0.95 | 0.00 | 0.01 | 400 | 103.959
0.95 | 0.00 | 0.1 | 500 | 103.957
0.95 | 0.00 | 0.01 | 500 | 103.959
0.95 | 0.00 | 0.1 | 600 | 103.957
0.95 | 0.00 | 0.01 | 600 | 103.959
0.95 | 0.00 | 0.1 | 700 | 103.957
0.95 | 0.00 | 0.01 | 700 | 103.959
0.95 | 0.00 | 0.1 | 800 | 103.957
0.95 | 0.00 | 0.01 | 800 | 103.959
0.95 | 2.00 | 5.0 | 300 | 104.011
0.95 | 2.00 | 5.0 | 400 | 104.011
0.95 | 2.00 | 1.0 | 400 | 103.954
0.95 | 2.00 | 0.1 | 400 | 103.954
0.95 | 2.00 | 0.01 | 400 | 103.954
0.95 | 2.00 | 5.0 | 500 | 103.930
0.95 | 2.00 | 1.0 | 500 | 103.965
0.95 | 2.00 | 0.1 | 500 | 103.954
0.95 | 2.00 | 0.01 | 500 | 103.959
0.95 | 2.00 | 5.0 | 600 | 103.930
0.95 | 2.00 | 1.0 | 600 | 103.965
0.95 | 2.00 | 0.1 | 600 | 103.954
0.95 | 2.00 | 0.01 | 600 | 103.959
0.95 | 2.00 | 5.0 | 700 | 103.930
0.95 | 2.00 | 1.0 | 700 | 103.965
0.95 | 2.00 | 0.1 | 700 | 103.954
0.95 | 2.00 | 0.01 | 700 | 103.959
0.95 | 2.00 | 5.0 | 800 | 103.930
0.95 | 2.00 | 1.0 | 800 | 103.965
0.95 | 2.00 | 0.1 | 800 | 103.954
0.95 | 2.00 | 0.01 | 800 | 103.959
0.96 | 0.00 | 0.1 | 300 | 103.989
0.96 | 0.00 | 0.01 | 300 | 103.989
0.96 | 0.00 | 0.1 | 400 | 103.989
0.96 | 0.00 | 0.01 | 400 | 103.989
0.96 | 0.00 | 0.1 | 500 | 103.989
0.96 | 0.00 | 0.01 | 500 | 103.989
0.96 | 0.00 | 0.1 | 600 | 103.989
0.96 | 0.00 | 0.01 | 600 | 103.989
0.96 | 0.00 | 0.1 | 700 | 103.989
0.96 | 0.00 | 0.01 | 700 | 103.989
0.96 | 0.00 | 0.1 | 800 | 103.989
0.96 | 0.00 | 0.01 | 800 | 103.989
0.96 | 2.00 | 5.0 | 300 | 103.987
0.96 | 2.00 | 1.0 | 300 | 103.987
0.96 | 2.00 | 0.1 | 300 | 103.998
0.96 | 2.00 | 5.0 | 400 | 103.987
0.96 | 2.00 | 1.0 | 400 | 103.993
0.96 | 2.00 | 0.1 | 400 | 103.989
0.96 | 2.00 | 0.01 | 400 | 103.989
0.96 | 2.00 | 5.0 | 500 | 103.987
0.96 | 2.00 | 1.0 | 500 | 103.993
0.96 | 2.00 | 0.1 | 500 | 103.989
0.96 | 2.00 | 0.01 | 500 | 103.989
0.96 | 2.00 | 5.0 | 600 | 103.987
0.96 | 2.00 | 1.0 | 600 | 103.993
0.96 | 2.00 | 0.1 | 600 | 103.989
0.96 | 2.00 | 0.01 | 600 | 103.989
0.96 | 2.00 | 5.0 | 700 | 103.987
0.96 | 2.00 | 1.0 | 700 | 103.993
0.96 | 2.00 | 0.1 | 700 | 103.989
0.96 | 2.00 | 0.01 | 700 | 103.989
0.96 | 2.00 | 5.0 | 800 | 103.987
0.96 | 2.00 | 1.0 | 800 | 103.993
0.96 | 2.00 | 0.1 | 800 | 103.989
0.96 | 2.00 | 0.01 | 800 | 103.989
0.97 | 0.00 | 0.1 | 300 | 104.019
0.97 | 0.00 | 0.01 | 300 | 104.024
0.97 | 0.00 | 0.1 | 400 | 104.019
0.97 | 0.00 | 0.01 | 400 | 104.024
0.97 | 0.00 | 0.1 | 500 | 104.019
0.97 | 0.00 | 0.01 | 500 | 104.024
0.97 | 0.00 | 0.1 | 600 | 104.019
0.97 | 0.00 | 0.01 | 600 | 104.024
0.97 | 0.00 | 0.1 | 700 | 104.019
0.97 | 0.00 | 0.01 | 700 | 104.024
0.97 | 0.00 | 0.1 | 800 | 104.019
0.97 | 0.00 | 0.01 | 800 | 104.024
0.97 | 2.00 | 5.0 | 300 | 104.036
0.97 | 2.00 | 1.0 | 300 | 104.053
0.97 | 2.00 | 0.1 | 300 | 104.023
0.97 | 2.00 | 0.01 | 300 | 104.024
0.97 | 2.00 | 5.0 | 400 | 104.036
0.97 | 2.00 | 1.0 | 400 | 104.053
0.97 | 2.00 | 0.1 | 400 | 104.023
0.97 | 2.00 | 0.01 | 400 | 104.024
0.97 | 2.00 | 5.0 | 500 | 104.036
0.97 | 2.00 | 1.0 | 500 | 104.053
0.97 | 2.00 | 0.1 | 500 | 104.023
0.97 | 2.00 | 0.01 | 500 | 104.024
0.97 | 2.00 | 5.0 | 600 | 104.036
0.97 | 2.00 | 1.0 | 600 | 104.053
0.97 | 2.00 | 0.1 | 600 | 104.023
0.97 | 2.00 | 0.01 | 600 | 104.024
0.97 | 2.00 | 5.0 | 700 | 104.036
0.97 | 2.00 | 1.0 | 700 | 104.053
0.97 | 2.00 | 0.1 | 700 | 104.023
0.97 | 2.00 | 0.01 | 700 | 104.024
0.97 | 2.00 | 5.0 | 800 | 104.036
0.97 | 2.00 | 1.0 | 800 | 104.053
0.97 | 2.00 | 0.1 | 800 | 104.023
0.97 | 2.00 | 0.01 | 800 | 104.024
0.98 | 0.00 | 1.0 | 300 | 104.053
0.98 | 0.00 | 0.1 | 300 | 104.049
0.98 | 0.00 | 0.01 | 300 | 104.054
