down | strategy | tol | ncall | sigma_tot
0.95 | 0.00 | 1.0 | 400 | 103.966
0.95 | 0.00 | 1.0 | 500 | 103.968
0.95 | 0.00 | 0.1 | 500 | 103.960
0.95 | 0.00 | 0.01 | 500 | 103.960
0.95 | 0.00 | 1.0 | 600 | 103.968
0.95 | 0.00 | 0.1 | 600 | 103.960
0.95 | 0.00 | 0.01 | 600 | 103.960
0.95 | 0.00 | 1.0 | 700 | 103.968
0.95 | 0.00 | 0.1 | 700 | 103.960
0.95 | 0.00 | 0.01 | 700 | 103.960
0.95 | 0.00 | 1.0 | 800 | 103.968
0.95 | 0.00 | 0.1 | 800 | 103.960
0.95 | 0.00 | 0.01 | 800 | 103.960
0.95 | 2.00 | 5.0 | 300 | 104.049
0.95 | 2.00 | 5.0 | 400 | 103.936
0.95 | 2.00 | 1.0 | 400 | 104.009
0.95 | 2.00 | 5.0 | 500 | 103.982
0.95 | 2.00 | 1.0 | 500 | 103.959
0.95 | 2.00 | 0.1 | 500 | 103.963
0.95 | 2.00 | 0.01 | 500 | 103.963
0.95 | 2.00 | 5.0 | 600 | 103.982
0.95 | 2.00 | 1.0 | 600 | 103.959
0.95 | 2.00 | 0.1 | 600 | 103.963
0.95 | 2.00 | 0.01 | 600 | 103.960
0.95 | 2.00 | 5.0 | 700 | 103.982
0.95 | 2.00 | 1.0 | 700 | 103.959
0.95 | 2.00 | 0.1 | 700 | 103.963
0.95 | 2.00 | 0.01 | 700 | 103.960
0.95 | 2.00 | 5.0 | 800 | 103.982
0.95 | 2.00 | 1.0 | 800 | 103.959
0.95 | 2.00 | 0.1 | 800 | 103.963
0.95 | 2.00 | 0.01 | 800 | 103.960
0.96 | 0.00 | 1.0 | 300 | 104.003
0.96 | 0.00 | 0.1 | 300 | 104.013
0.96 | 0.00 | 1.0 | 400 | 104.003
0.96 | 0.00 | 0.1 | 400 | 104.013
0.96 | 0.00 | 1.0 | 500 | 104.003
0.96 | 0.00 | 0.1 | 500 | 104.013
0.96 | 0.00 | 1.0 | 600 | 104.003
0.96 | 0.00 | 0.1 | 600 | 104.013
0.96 | 0.00 | 1.0 | 700 | 104.003
0.96 | 0.00 | 0.1 | 700 | 104.013
0.96 | 0.00 | 1.0 | 800 | 104.003
0.96 | 0.00 | 0.1 | 800 | 104.013
0.96 | 2.00 | 5.0 | 300 | 103.912
