down | strategy | ncall | sigma_tot
0.91 | 1.00 | 60 | 104.041
0.92 | 0.00 | 60 | 103.534
0.92 | 0.00 | 65 | 103.534
0.92 | 0.00 | 70 | 103.534
0.92 | 1.00 | 60 | 104.041
0.92 | 1.00 | 65 | 103.534
0.92 | 1.00 | 70 | 103.534
0.92 | 1.00 | 75 | 103.534
0.93 | 0.00 | 60 | 103.638
0.93 | 0.00 | 65 | 103.638
0.93 | 0.00 | 70 | 103.638
0.93 | 1.00 | 60 | 104.041
0.93 | 1.00 | 65 | 103.638
0.93 | 1.00 | 70 | 103.638
0.93 | 1.00 | 75 | 103.638
0.93 | 2.00 | 150 | 103.652
0.93 | 2.00 | 200 | 104.629
0.94 | 0.00 | 60 | 103.734
0.94 | 0.00 | 65 | 103.734
0.94 | 0.00 | 70 | 103.734
0.94 | 0.00 | 75 | 103.596
0.94 | 0.00 | 80 | 103.596
0.94 | 1.00 | 60 | 104.041
0.94 | 1.00 | 65 | 103.734
0.94 | 1.00 | 70 | 103.734
0.94 | 1.00 | 75 | 103.734
0.94 | 1.00 | 80 | 103.596
0.94 | 1.00 | 85 | 103.596
0.94 | 2.00 | 150 | 103.726
0.94 | 2.00 | 200 | 104.177
0.95 | 0.00 | 60 | 103.793
0.95 | 0.00 | 65 | 103.793
0.95 | 0.00 | 70 | 103.793
0.95 | 0.00 | 75 | 103.793
0.95 | 0.00 | 80 | 103.474
0.95 | 0.00 | 85 | 103.474
0.95 | 1.00 | 60 | 104.042
0.95 | 1.00 | 65 | 103.793
0.95 | 1.00 | 70 | 103.793
0.95 | 1.00 | 75 | 103.793
0.95 | 1.00 | 80 | 103.474
0.95 | 1.00 | 85 | 103.474
0.95 | 1.00 | 90 | 103.474
0.95 | 2.00 | 150 | 103.692
0.95 | 2.00 | 200 | 104.420
0.96 | 0.00 | 60 | 103.876
0.96 | 0.00 | 65 | 103.876
0.96 | 0.00 | 70 | 103.876
0.96 | 0.00 | 75 | 103.777
0.96 | 0.00 | 80 | 103.777
0.96 | 0.00 | 85 | 103.684
0.96 | 0.00 | 90 | 103.684
0.96 | 0.00 | 95 | 103.607
0.96 | 0.00 | 100 | 103.607
0.96 | 1.00 | 60 | 104.042
0.96 | 1.00 | 65 | 103.876
0.96 | 1.00 | 70 | 103.876
0.96 | 1.00 | 75 | 103.876
0.96 | 1.00 | 80 | 103.777
0.96 | 1.00 | 85 | 103.777
0.96 | 1.00 | 90 | 103.684
0.96 | 1.00 | 95 | 103.684
0.96 | 1.00 | 100 | 103.607
0.96 | 2.00 | 150 | 103.661
0.96 | 2.00 | 200 | 104.180
0.97 | 0.00 | 60 | 103.949
0.97 | 0.00 | 65 | 103.949
0.97 | 0.00 | 70 | 103.949
0.97 | 0.00 | 75 | 103.887
0.97 | 0.00 | 80 | 103.887
0.97 | 0.00 | 85 | 103.795
0.97 | 0.00 | 90 | 103.795
0.97 | 0.00 | 95 | 103.755
0.97 | 0.00 | 100 | 103.755
0.97 | 0.00 | 150 | 103.711
0.97 | 1.00 | 60 | 104.042
0.97 | 1.00 | 65 | 103.949
0.97 | 1.00 | 70 | 103.949
0.97 | 1.00 | 75 | 103.949
0.97 | 1.00 | 80 | 103.887
0.97 | 1.00 | 85 | 103.887
0.97 | 1.00 | 90 | 103.795
0.97 | 1.00 | 95 | 103.795
0.97 | 1.00 | 100 | 103.755
0.97 | 1.00 | 150 | 103.711
0.97 | 2.00 | 150 | 103.783
0.97 | 2.00 | 200 | 104.157
0.98 | 0.00 | 60 | 104.013
0.98 | 0.00 | 65 | 104.013
0.98 | 0.00 | 70 | 104.013
0.98 | 0.00 | 75 | 103.998
0.98 | 0.00 | 80 | 103.998
0.98 | 0.00 | 85 | 103.891
0.98 | 0.00 | 90 | 103.891
0.98 | 0.00 | 95 | 103.891
0.98 | 0.00 | 100 | 103.901
0.98 | 0.00 | 150 | 103.890
0.98 | 0.00 | 200 | 103.903
0.98 | 1.00 | 60 | 104.043
0.98 | 1.00 | 65 | 104.013
0.98 | 1.00 | 70 | 104.013
0.98 | 1.00 | 75 | 104.013
0.98 | 1.00 | 80 | 103.998
0.98 | 1.00 | 85 | 103.998
0.98 | 1.00 | 90 | 103.891
0.98 | 1.00 | 95 | 103.891
0.98 | 1.00 | 100 | 103.891
0.98 | 1.00 | 150 | 103.884
0.98 | 1.00 | 200 | 103.915
0.98 | 2.00 | 85 | 102.266
0.98 | 2.00 | 90 | 102.266
0.98 | 2.00 | 95 | 101.972
0.98 | 2.00 | 100 | 101.972
0.98 | 2.00 | 150 | 103.819
0.98 | 2.00 | 200 | 103.844
0.99 | 0.00 | 60 | 104.059
0.99 | 0.00 | 65 | 104.059
0.99 | 0.00 | 70 | 104.059
0.99 | 0.00 | 75 | 104.079
0.99 | 0.00 | 80 | 104.079
0.99 | 0.00 | 85 | 104.075
0.99 | 0.00 | 90 | 104.075
0.99 | 0.00 | 95 | 104.069
0.99 | 0.00 | 100 | 104.069
0.99 | 0.00 | 150 | 104.069
0.99 | 0.00 | 200 | 104.069
0.99 | 1.00 | 60 | 104.065
0.99 | 1.00 | 65 | 104.065
0.99 | 1.00 | 70 | 104.059
0.99 | 1.00 | 75 | 104.059
0.99 | 1.00 | 80 | 104.079
0.99 | 1.00 | 85 | 104.079
0.99 | 1.00 | 90 | 104.075
0.99 | 1.00 | 95 | 104.075
0.99 | 1.00 | 100 | 104.069
0.99 | 1.00 | 150 | 104.088
0.99 | 1.00 | 200 | 104.088
0.99 | 2.00 | 70 | 103.559
0.99 | 2.00 | 90 | 102.275
0.99 | 2.00 | 95 | 102.275
0.99 | 2.00 | 100 | 103.077
0.99 | 2.00 | 150 | 103.907
0.99 | 2.00 | 200 | 104.039
1.00 | 0.00 | 60 | 104.126
1.00 | 0.00 | 65 | 104.126
1.00 | 0.00 | 70 | 104.118
1.00 | 0.00 | 75 | 104.118
1.00 | 0.00 | 80 | 104.118
1.00 | 0.00 | 85 | 104.118
1.00 | 0.00 | 90 | 104.118
1.00 | 0.00 | 95 | 104.118
1.00 | 0.00 | 100 | 104.118
1.00 | 0.00 | 150 | 104.118
1.00 | 0.00 | 200 | 104.118
1.00 | 1.00 | 60 | 104.326
1.00 | 1.00 | 65 | 104.126
1.00 | 1.00 | 70 | 104.118
1.00 | 1.00 | 75 | 104.118
1.00 | 1.00 | 80 | 104.118
1.00 | 1.00 | 85 | 104.118
1.00 | 1.00 | 90 | 104.118
1.00 | 1.00 | 95 | 104.118
1.00 | 1.00 | 100 | 104.118
1.00 | 1.00 | 150 | 104.118
1.00 | 1.00 | 200 | 104.118
1.00 | 2.00 | 60 | 103.963
1.00 | 2.00 | 65 | 103.963
1.00 | 2.00 | 70 | 104.101
1.00 | 2.00 | 75 | 104.102
1.00 | 2.00 | 80 | 104.102
