down | strategy | ncall | sigma_tot
0.91 | 0.00 | 70 | 104.122
0.91 | 1.00 | 70 | 104.122
0.91 | 2.00 | 70 | 103.914
0.91 | 2.00 | 80 | 103.877
0.91 | 2.00 | 90 | 103.877
0.91 | 2.00 | 100 | 103.966
0.92 | 0.00 | 70 | 104.023
0.92 | 0.00 | 80 | 104.153
0.92 | 1.00 | 70 | 104.023
0.92 | 1.00 | 80 | 104.153
0.92 | 2.00 | 70 | 103.823
0.92 | 2.00 | 80 | 103.871
0.93 | 0.00 | 70 | 104.100
0.93 | 0.00 | 80 | 103.980
0.93 | 1.00 | 70 | 104.100
0.93 | 1.00 | 80 | 103.980
0.93 | 2.00 | 70 | 103.967
0.93 | 2.00 | 80 | 103.942
0.94 | 0.00 | 70 | 103.909
0.94 | 0.00 | 80 | 103.839
0.94 | 0.00 | 90 | 103.789
0.94 | 1.00 | 70 | 103.909
0.94 | 1.00 | 80 | 103.839
0.94 | 1.00 | 90 | 103.789
0.94 | 2.00 | 70 | 103.950
0.94 | 2.00 | 80 | 103.940
0.95 | 0.00 | 70 | 103.788
0.95 | 0.00 | 80 | 103.663
0.95 | 0.00 | 90 | 103.672
0.95 | 1.00 | 70 | 103.788
0.95 | 1.00 | 80 | 103.663
0.95 | 1.00 | 90 | 103.672
0.95 | 2.00 | 70 | 103.820
0.95 | 2.00 | 80 | 103.820
0.95 | 2.00 | 90 | 103.810
0.95 | 2.00 | 100 | 103.807
0.96 | 0.00 | 70 | 103.565
0.96 | 0.00 | 80 | 103.472
0.96 | 0.00 | 90 | 103.374
0.96 | 0.00 | 100 | 102.833
0.96 | 1.00 | 70 | 103.565
0.96 | 1.00 | 80 | 103.472
0.96 | 1.00 | 90 | 103.374
0.96 | 1.00 | 100 | 102.832
0.96 | 2.00 | 70 | 103.792
0.96 | 2.00 | 80 | 103.792
0.96 | 2.00 | 90 | 103.780
0.96 | 2.00 | 100 | 103.774
0.97 | 0.00 | 70 | 103.528
0.97 | 0.00 | 80 | 103.571
0.97 | 0.00 | 90 | 103.240
0.97 | 1.00 | 70 | 103.528
0.97 | 1.00 | 80 | 103.571
0.97 | 1.00 | 90 | 103.240
0.97 | 2.00 | 70 | 103.525
0.97 | 2.00 | 80 | 103.349
0.97 | 2.00 | 90 | 103.306
0.97 | 2.00 | 100 | 103.306
0.98 | 0.00 | 70 | 103.376
0.98 | 0.00 | 80 | 103.376
0.98 | 0.00 | 90 | 103.395
0.98 | 0.00 | 100 | 103.406
0.98 | 0.00 | 150 | 102.954
0.98 | 1.00 | 70 | 103.443
0.98 | 1.00 | 80 | 103.376
0.98 | 1.00 | 90 | 103.395
0.98 | 1.00 | 100 | 103.407
0.98 | 1.00 | 150 | 103.044
0.98 | 2.00 | 70 | 103.175
0.98 | 2.00 | 80 | 102.998
0.98 | 2.00 | 90 | 102.998
0.98 | 2.00 | 100 | 103.098
0.98 | 2.00 | 150 | 103.027
0.98 | 2.00 | 200 | 103.093
0.99 | 0.00 | 70 | 103.309
0.99 | 0.00 | 80 | 103.335
0.99 | 0.00 | 90 | 103.068
0.99 | 0.00 | 100 | 103.068
0.99 | 0.00 | 150 | 103.110
0.99 | 0.00 | 200 | 103.124
0.99 | 0.00 | 250 | 103.218
0.99 | 1.00 | 70 | 103.309
0.99 | 1.00 | 80 | 103.335
0.99 | 1.00 | 90 | 103.068
0.99 | 1.00 | 100 | 103.068
0.99 | 1.00 | 150 | 103.110
0.99 | 1.00 | 200 | 103.124
0.99 | 1.00 | 250 | 103.154
0.99 | 2.00 | 70 | 103.276
0.99 | 2.00 | 80 | 103.078
0.99 | 2.00 | 90 | 103.054
0.99 | 2.00 | 100 | 103.054
0.99 | 2.00 | 150 | 103.154
0.99 | 2.00 | 200 | 103.147
0.99 | 2.00 | 250 | 103.146
1.00 | 0.00 | 70 | 103.196
1.00 | 0.00 | 80 | 103.196
1.00 | 0.00 | 90 | 103.196
1.00 | 0.00 | 100 | 103.196
1.00 | 0.00 | 150 | 103.196
1.00 | 0.00 | 200 | 103.196
1.00 | 0.00 | 250 | 103.196
1.00 | 1.00 | 70 | 103.196
1.00 | 1.00 | 80 | 103.196
1.00 | 1.00 | 90 | 103.196
1.00 | 1.00 | 100 | 103.196
1.00 | 1.00 | 150 | 103.196
1.00 | 1.00 | 200 | 103.196
1.00 | 1.00 | 250 | 103.196
1.00 | 2.00 | 70 | 103.198
1.00 | 2.00 | 80 | 103.198
1.00 | 2.00 | 90 | 103.198
1.00 | 2.00 | 100 | 103.198
1.00 | 2.00 | 150 | 103.198
1.00 | 2.00 | 200 | 103.198
1.00 | 2.00 | 250 | 103.198
