down | strategy | ncall | sigma_tot
0.91 | 0.00 | 70 | 104.522
0.91 | 1.00 | 70 | 104.522
0.91 | 2.00 | 70 | 104.051
0.91 | 2.00 | 80 | 104.051
0.92 | 0.00 | 70 | 104.522
0.92 | 1.00 | 70 | 104.522
0.92 | 2.00 | 70 | 104.051
0.92 | 2.00 | 80 | 104.051
0.93 | 0.00 | 70 | 104.522
0.93 | 1.00 | 70 | 104.522
0.93 | 2.00 | 70 | 104.051
0.93 | 2.00 | 80 | 104.051
0.94 | 0.00 | 70 | 104.522
0.94 | 1.00 | 70 | 104.522
0.94 | 2.00 | 70 | 104.051
0.94 | 2.00 | 80 | 104.051
0.95 | 0.00 | 70 | 104.522
0.95 | 1.00 | 70 | 104.522
0.95 | 2.00 | 70 | 104.051
0.95 | 2.00 | 80 | 104.051
0.96 | 0.00 | 70 | 104.522
0.96 | 1.00 | 70 | 104.522
0.96 | 2.00 | 70 | 104.051
0.96 | 2.00 | 80 | 104.051
0.97 | 0.00 | 70 | 104.522
0.97 | 1.00 | 70 | 104.522
0.97 | 2.00 | 70 | 104.051
0.97 | 2.00 | 80 | 104.051
0.98 | 0.00 | 70 | 104.522
0.98 | 1.00 | 70 | 104.522
0.98 | 2.00 | 70 | 104.051
0.98 | 2.00 | 80 | 104.051
0.99 | 0.00 | 70 | 104.522
0.99 | 1.00 | 70 | 104.522
0.99 | 2.00 | 70 | 104.051
0.99 | 2.00 | 80 | 104.051
1.00 | 0.00 | 70 | 104.522
1.00 | 1.00 | 70 | 104.522
1.00 | 2.00 | 70 | 104.051
1.00 | 2.00 | 80 | 104.051
