down | strategy | ncall | sigma_tot
0.91 | 0.00 | 70 | 104.421
0.91 | 0.00 | 80 | 104.465
0.91 | 1.00 | 70 | 104.421
0.91 | 1.00 | 80 | 104.465
0.91 | 2.00 | 70 | 104.036
0.91 | 2.00 | 80 | 104.196
0.91 | 2.00 | 90 | 104.196
0.91 | 2.00 | 100 | 104.196
0.92 | 0.00 | 70 | 104.566
0.92 | 0.00 | 80 | 104.492
0.92 | 0.00 | 90 | 104.474
0.92 | 1.00 | 70 | 104.566
0.92 | 1.00 | 80 | 104.492
0.92 | 1.00 | 90 | 104.474
0.92 | 2.00 | 70 | 104.032
0.92 | 2.00 | 80 | 104.141
0.92 | 2.00 | 90 | 104.141
0.92 | 2.00 | 100 | 104.116
0.93 | 0.00 | 70 | 104.542
0.93 | 0.00 | 80 | 104.507
0.93 | 0.00 | 90 | 104.464
0.93 | 1.00 | 70 | 104.542
0.93 | 1.00 | 80 | 104.507
0.93 | 1.00 | 90 | 104.464
0.93 | 2.00 | 70 | 104.027
0.93 | 2.00 | 80 | 104.027
0.93 | 2.00 | 90 | 104.040
0.94 | 0.00 | 70 | 104.497
0.94 | 0.00 | 80 | 104.480
0.94 | 0.00 | 90 | 104.469
0.94 | 1.00 | 70 | 104.497
0.94 | 1.00 | 80 | 104.480
0.94 | 1.00 | 90 | 104.469
0.94 | 2.00 | 70 | 104.023
0.94 | 2.00 | 80 | 104.236
0.94 | 2.00 | 90 | 104.442
0.94 | 2.00 | 100 | 104.442
0.95 | 0.00 | 70 | 104.499
0.95 | 0.00 | 80 | 104.443
0.95 | 0.00 | 90 | 104.525
0.95 | 1.00 | 70 | 104.499
0.95 | 1.00 | 80 | 104.443
0.95 | 1.00 | 90 | 104.525
0.95 | 2.00 | 70 | 104.026
0.95 | 2.00 | 80 | 104.199
0.95 | 2.00 | 90 | 104.237
0.95 | 2.00 | 100 | 104.237
0.95 | 2.00 | 150 | 103.989
0.96 | 0.00 | 70 | 104.398
0.96 | 0.00 | 80 | 104.298
0.96 | 0.00 | 90 | 104.298
0.96 | 1.00 | 70 | 104.485
0.96 | 1.00 | 80 | 104.398
0.96 | 1.00 | 90 | 104.298
0.96 | 2.00 | 70 | 102.445
0.96 | 2.00 | 80 | 103.249
0.96 | 2.00 | 90 | 103.598
0.96 | 2.00 | 100 | 103.691
0.96 | 2.00 | 150 | 104.405
0.97 | 0.00 | 70 | 104.244
0.97 | 0.00 | 80 | 104.333
0.97 | 0.00 | 90 | 104.344
0.97 | 0.00 | 100 | 104.421
0.97 | 1.00 | 70 | 104.244
0.97 | 1.00 | 80 | 104.333
0.97 | 1.00 | 90 | 104.344
0.97 | 1.00 | 100 | 104.421
0.97 | 2.00 | 70 | 103.503
0.97 | 2.00 | 80 | 103.716
0.97 | 2.00 | 90 | 103.716
0.97 | 2.00 | 100 | 103.757
0.97 | 2.00 | 150 | 104.059
0.98 | 0.00 | 70 | 104.192
0.98 | 0.00 | 80 | 104.121
0.98 | 0.00 | 90 | 104.267
0.98 | 0.00 | 100 | 104.252
0.98 | 0.00 | 150 | 104.044
0.98 | 0.00 | 200 | 104.030
0.98 | 0.00 | 250 | 104.030
0.98 | 1.00 | 70 | 104.192
0.98 | 1.00 | 80 | 104.121
0.98 | 1.00 | 90 | 104.267
0.98 | 1.00 | 100 | 104.252
0.98 | 1.00 | 150 | 104.049
0.98 | 1.00 | 200 | 104.028
0.98 | 1.00 | 250 | 104.028
0.98 | 2.00 | 70 | 104.280
0.98 | 2.00 | 80 | 104.280
0.98 | 2.00 | 90 | 104.278
0.98 | 2.00 | 100 | 104.356
0.98 | 2.00 | 150 | 103.994
0.98 | 2.00 | 200 | 104.042
0.98 | 2.00 | 250 | 104.009
0.99 | 0.00 | 70 | 104.040
0.99 | 0.00 | 80 | 103.940
0.99 | 0.00 | 90 | 104.089
0.99 | 0.00 | 100 | 104.089
0.99 | 0.00 | 150 | 104.061
0.99 | 0.00 | 200 | 104.061
0.99 | 0.00 | 250 | 104.061
0.99 | 1.00 | 70 | 104.040
0.99 | 1.00 | 80 | 103.940
0.99 | 1.00 | 90 | 104.089
0.99 | 1.00 | 100 | 104.089
0.99 | 1.00 | 150 | 104.113
0.99 | 1.00 | 200 | 104.061
0.99 | 1.00 | 250 | 104.061
0.99 | 2.00 | 70 | 103.704
0.99 | 2.00 | 80 | 103.813
0.99 | 2.00 | 90 | 103.961
0.99 | 2.00 | 100 | 104.176
0.99 | 2.00 | 150 | 104.226
0.99 | 2.00 | 200 | 104.073
0.99 | 2.00 | 250 | 104.062
1.00 | 0.00 | 70 | 104.093
1.00 | 0.00 | 80 | 104.093
1.00 | 0.00 | 90 | 104.093
1.00 | 0.00 | 100 | 104.093
1.00 | 0.00 | 150 | 104.093
1.00 | 0.00 | 200 | 104.093
1.00 | 0.00 | 250 | 104.093
1.00 | 1.00 | 70 | 104.093
1.00 | 1.00 | 80 | 104.093
1.00 | 1.00 | 90 | 104.093
1.00 | 1.00 | 100 | 104.093
1.00 | 1.00 | 150 | 104.093
1.00 | 1.00 | 200 | 104.093
1.00 | 1.00 | 250 | 104.093
1.00 | 2.00 | 70 | 104.166
1.00 | 2.00 | 80 | 104.482
1.00 | 2.00 | 90 | 104.292
1.00 | 2.00 | 100 | 104.125
1.00 | 2.00 | 150 | 104.095
1.00 | 2.00 | 200 | 104.095
1.00 | 2.00 | 250 | 104.095
