down | strategy | tol | ncall | sigma_tot
0.96 | 0.00 | 0.01 | 500 | 109.164
0.96 | 0.00 | 0.01 | 600 | 109.164
0.96 | 0.00 | 0.01 | 700 | 109.164
0.96 | 0.00 | 1.0 | 800 | 109.164
0.96 | 0.00 | 0.1 | 800 | 109.165
0.96 | 0.00 | 0.01 | 800 | 109.164
0.97 | 0.00 | 0.01 | 500 | 109.279
0.97 | 0.00 | 0.01 | 600 | 109.279
0.97 | 0.00 | 0.01 | 700 | 109.279
0.97 | 0.00 | 0.01 | 800 | 109.279
0.98 | 0.00 | 5.0 | 300 | 109.351
0.98 | 0.00 | 5.0 | 400 | 109.351
0.98 | 0.00 | 5.0 | 500 | 109.351
0.98 | 0.00 | 5.0 | 600 | 109.351
0.98 | 0.00 | 5.0 | 700 | 109.351
0.98 | 0.00 | 5.0 | 800 | 109.351
0.99 | 0.00 | 0.1 | 500 | 109.511
0.99 | 0.00 | 0.01 | 500 | 109.511
0.99 | 0.00 | 0.1 | 600 | 109.511
0.99 | 0.00 | 0.01 | 600 | 109.511
0.99 | 0.00 | 0.1 | 700 | 109.511
0.99 | 0.00 | 0.01 | 700 | 109.511
0.99 | 0.00 | 0.1 | 800 | 109.511
0.99 | 0.00 | 0.01 | 800 | 109.511
