down | strategy | ncall | sigma_tot
0.91 | 0.00 | 70 | 104.196
0.91 | 0.00 | 80 | 104.276
0.91 | 1.00 | 70 | 104.196
0.91 | 1.00 | 80 | 104.276
0.91 | 2.00 | 70 | 103.913
0.91 | 2.00 | 80 | 103.888
0.91 | 2.00 | 90 | 104.006
0.91 | 2.00 | 100 | 104.006
0.92 | 0.00 | 70 | 104.139
0.92 | 0.00 | 80 | 104.167
0.92 | 1.00 | 70 | 104.139
0.92 | 1.00 | 80 | 104.167
0.92 | 2.00 | 70 | 103.823
0.92 | 2.00 | 80 | 103.793
0.92 | 2.00 | 90 | 103.937
0.93 | 0.00 | 70 | 104.137
0.93 | 0.00 | 80 | 103.990
0.93 | 1.00 | 70 | 104.137
0.93 | 1.00 | 80 | 103.990
0.93 | 2.00 | 70 | 103.875
0.93 | 2.00 | 80 | 103.897
0.93 | 2.00 | 90 | 103.954
0.94 | 0.00 | 70 | 103.938
0.94 | 0.00 | 80 | 103.843
0.94 | 0.00 | 90 | 103.819
0.94 | 1.00 | 70 | 103.938
0.94 | 1.00 | 80 | 103.843
0.94 | 1.00 | 90 | 103.819
0.94 | 2.00 | 70 | 103.910
0.94 | 2.00 | 80 | 104.195
0.94 | 2.00 | 90 | 104.195
0.94 | 2.00 | 100 | 104.104
0.95 | 0.00 | 70 | 103.807
0.95 | 0.00 | 80 | 103.680
0.95 | 0.00 | 90 | 103.678
0.95 | 0.00 | 100 | 103.709
0.95 | 1.00 | 70 | 103.807
0.95 | 1.00 | 80 | 103.680
0.95 | 1.00 | 90 | 103.678
0.95 | 1.00 | 100 | 103.709
0.95 | 2.00 | 70 | 103.871
0.95 | 2.00 | 80 | 103.871
0.95 | 2.00 | 90 | 103.979
0.95 | 2.00 | 100 | 103.870
0.96 | 0.00 | 70 | 103.609
0.96 | 0.00 | 80 | 103.556
0.96 | 0.00 | 90 | 103.389
0.96 | 0.00 | 100 | 103.413
0.96 | 1.00 | 70 | 103.609
0.96 | 1.00 | 80 | 103.556
0.96 | 1.00 | 90 | 103.389
0.96 | 1.00 | 100 | 103.389
0.96 | 2.00 | 70 | 103.781
0.96 | 2.00 | 80 | 103.781
0.96 | 2.00 | 90 | 103.748
0.96 | 2.00 | 100 | 103.630
0.97 | 0.00 | 70 | 103.536
0.97 | 0.00 | 80 | 103.633
0.97 | 0.00 | 90 | 103.645
0.97 | 0.00 | 100 | 103.657
0.97 | 0.00 | 150 | 103.572
0.97 | 0.00 | 200 | 103.591
0.97 | 0.00 | 250 | 103.586
0.97 | 1.00 | 70 | 103.536
0.97 | 1.00 | 80 | 103.633
0.97 | 1.00 | 90 | 103.645
0.97 | 1.00 | 100 | 103.657
0.97 | 1.00 | 150 | 103.655
0.97 | 1.00 | 200 | 103.572
0.97 | 1.00 | 250 | 103.588
0.97 | 2.00 | 70 | 103.522
0.97 | 2.00 | 80 | 103.448
0.97 | 2.00 | 90 | 103.606
0.97 | 2.00 | 100 | 103.606
0.97 | 2.00 | 150 | 103.650
0.97 | 2.00 | 200 | 103.618
0.97 | 2.00 | 250 | 103.588
0.98 | 0.00 | 70 | 103.400
0.98 | 0.00 | 80 | 103.400
0.98 | 0.00 | 90 | 103.444
0.98 | 0.00 | 100 | 103.475
0.98 | 0.00 | 150 | 103.429
0.98 | 0.00 | 200 | 103.438
0.98 | 0.00 | 250 | 103.446
0.98 | 1.00 | 70 | 103.400
0.98 | 1.00 | 80 | 103.400
0.98 | 1.00 | 90 | 103.444
0.98 | 1.00 | 100 | 103.475
0.98 | 1.00 | 150 | 103.491
0.98 | 1.00 | 200 | 103.438
0.98 | 1.00 | 250 | 103.446
0.98 | 2.00 | 70 | 103.299
0.98 | 2.00 | 80 | 103.261
0.98 | 2.00 | 90 | 103.254
0.98 | 2.00 | 100 | 103.229
0.98 | 2.00 | 150 | 103.079
0.98 | 2.00 | 200 | 103.350
0.98 | 2.00 | 250 | 103.432
0.99 | 0.00 | 70 | 103.343
0.99 | 0.00 | 80 | 103.337
0.99 | 0.00 | 90 | 103.259
0.99 | 0.00 | 100 | 103.259
0.99 | 0.00 | 150 | 103.310
0.99 | 0.00 | 200 | 103.307
0.99 | 0.00 | 250 | 103.307
0.99 | 1.00 | 70 | 103.343
0.99 | 1.00 | 80 | 103.337
0.99 | 1.00 | 90 | 103.259
0.99 | 1.00 | 100 | 103.259
0.99 | 1.00 | 150 | 103.310
0.99 | 1.00 | 200 | 103.307
0.99 | 1.00 | 250 | 103.307
0.99 | 2.00 | 70 | 103.344
0.99 | 2.00 | 80 | 103.213
0.99 | 2.00 | 90 | 103.309
0.99 | 2.00 | 100 | 103.387
0.99 | 2.00 | 150 | 103.306
0.99 | 2.00 | 200 | 103.305
0.99 | 2.00 | 250 | 103.307
